X;Y;id;title;Organization;Address;overview;WebPage;TitleEN;NUMBER1;AddressEN;DescriptionEN;WebPageEN;Column1;Score
456913.5885;6200246.378;382;Didÿdvario gimnazija;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vilniaus g. 188;æios gimnazijos istorija prasideda 1896 met÷ pavasar‘ kai Kauno gubernatoriui leidus buvo prad”tas organizuoti auk÷ rinkimas numatytai atidaryti mergai—i÷ gimnazijai æiauliuose.;http://tic.siauliai.lt/article/archive/77/;Didÿdvario gymnasium;2;Vilniaus str. 188;This story begins in high school in the spring of 1896 when the governor permission Kaunas began organizing donations intended to open a school for girls in Siauliai.;;;4
457325.0164;6199790.235;383;P. Vi’inskio aik’t”;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vilniaus g. ? P. Vi’inskio g. sankryÿa;Aik’t”je stovi pilko granito paminklas m◊s÷ tautos ’viet”jui pastatytas ÿymiam visuomen”s kult◊ros veik”jui Povilui Vi’inskiui.;http://tic.siauliai.lt/article/archive/77/;Monument to P. Vi’inskis;2;On the corner of Vilniaus and P. Vi’inskio Streets;"Monument in grey granite to a great educator prominent public figure and a famous cultural activist Povilas Vi’inskis who has given a lot of encouragement
and support to writers.";;;5
315943.8409;6200872.084;384;Palangos gintaro muziejus;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Vytauto g. 17 LT-00101 Palanga;Muziejus ‘kurtas grafo Felikso Ti’kevi—iaus r◊muose kurie pastatyti 1897 m. pagal architekto Franco ævechteno projekt–. R◊mus supa Eduardo Andr” 1840?1911 projektuotas parkas. Muziejus atidarytas 1963 m.;http://www.pgm.lt;;8;;;;;4
316691.0258;6202085.73;385;V’Ω Palangos turizmo informacijos centras;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Vytauto g. 94 LT-00132 Palanga;Palangos turizmo informacijos centras teikia informacij– apie Palang– ir jos lankytinas vietas. Organizuojame grupines ir individualias ekskursijas po Lietuv– parduodame suvenyrus atvirukus. Si◊lome gido paslaugas vie’bu—i÷ numeri÷ rezervacij;http://palangatic.lt;;6;;;;;1
316173.1593;6201648.498;386;A. Mon—io namai-muziejus;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];S. Daukanto g. 16 LT-00135 Palanga;Lietuvos menininkas skulptorius modernistas A. Mon—ys gim” Mon—i÷ kaime Kretingos rajone. Ekspozocijoje pristatoma daugiau nei 200 A. Mon—io darb÷: skulpt◊ros pie’iniai grafikos darbai koliaÿai ’vilpiai kauk”s.;http://www.antanasmoncys.com;;8;;;;;1
316293.0158;6201404.816;387;Dr. J. æli◊po memorialin” sodyba;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Vytauto g. 23A LT-00135 Palanga;Lietuvos nacionalinio atgimimo veik”jo au’rininko dr. Jono æli◊po 1861?1944 gyvenimo ir veiklos ekspozicija. Palangos miesto istorijos fragmentai.;http://www.muziejai.lt/palanga/Sliupo-memorial_sodyba.htm;;8;;;;;1
316298.572;6202064.159;388;Tremties ir rezistencijos muziejus;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];J. Basanavi—iaus g. 21 LT-00135 Palanga;;http://www.muziejai.lt/Palanga/tremties_muziejus.htm;;8;;;;;3
317720.4457;6201927.634;389;æun÷ muziejus;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Taikos g. 8 LT-00116 Palanga;æun÷ muziejus Palangoje - vienintelis Pabaltijo valstyb”se. Jame netoli 2000 suvenyrini÷ ’un÷ i’ 37 pasaulio ’ali÷ i’ 22 skirting÷ medÿiag÷.;http://www.sunumuziejus.lt/;;8;;;;;4
315533.9247;6202354.672;390;J◊ros tiltas;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];;Sunku ‘sivaizduoti Palang– be j◊ros tilto. Nuo tilto atsiveria vaizdas ‘ kopas pliaÿus ir beribius j◊ros tolius. ∂ia galima pasiklausyti j◊ros o’imo ÿuv”dr÷ klyksmo palyd”ti saul”lyd‘.;;;11;;;;;5
315747.7084;6200744.415;391;Birut”s kalnas;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Palangos Birut”s parkas;Birut”s kalnas - reliktin” kopa st◊ksanti Palangos Birut”s parke apie 150 m nuo Baltijos j◊ros. Ant kalno stovi Birut”s koply—ia. œem”lapiuose ÿymima nuo XVII a. kaip auk’—iausia Palangos paj◊rio kopa.;;;9;;;;;3
316553.1017;6201917.051;392;J. Basanavi—iaus gatv”;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];J. Basanavi—iaus g. 1 Palanga;Ank’—iau ’i gatv” buvo vadinama Ti’kevi—iaus bulvaru. 1923 m. vasar– Palang– aplank” dr. Jonas Basanavi—ius pagerbdami tautos patriarch– palangi’kiai Ti’kevi—iaus bulvar– pavadino J. Basanavi—iaus vardu. Tai pagrindin” gatv” vedanti l;;;11;;;;;1
316323.4429;6201335.231;393;Atviros lankytojams gintaro dirbtuv”s;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Vytauto g. 21 / S. Dariaus ir S. Gir”no g. 27 LT-00131 Palanga;Palangos gintaro meistr÷ gildija yra visuomenin” organizacija ‘kurta 2000-÷j÷ met÷ pab. ir vienijanti 26 gintaro apdirbimo meistrus. Gildijos nariai saugo ir t“sia gintaro apdirbimo ir verslo tradicijas Palangoje.;;;12;;;;;1
316604.3071;6202060.412;394;æv—. Mergel”s Marijos ∏mimo ‘ dang÷ baÿny—;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Vytauto g. 51 LT-00134 Palanga;Pirmoji Palangos baÿny—ia buvo pastatyta Stepono Batoro ÿmonos Onos Jogailait”s r◊pes—iu 1554 ar 1590 m. ∂ia 1767 m. i’kilo nauja medin” baÿny—ia. Jos buvusio altoriaus vietoje dabar stovi paminklin” lenta.;http://palangosparapija.lt;;1;;;;;5
456863.053;6200266.751;395;˜Trys nyk’tukaiÚ;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vilniaus g. ? Ka’ton÷ al. sankryÿa;Kai baltomis ÿied÷ ÿvak”mis suliepsnoja ka’tonai j÷ vardu pavadintoje al”joje sustoj“ trys nyk’tukai tarsi atgyja dar oriau pasitempia jie primena geruosius trolius i’ skandinav÷ mitologijos.;http://tic.siauliai.lt/article/archive/76/;Three gnomes;2;On the corner of Vilniaus and Ka’ton÷;A white marble sculpture created by B. Kasperavi—ien” in 1977.;;;1
457159.1217;6199029.558;396;Skulpt◊ra ˜Jud”jimasÚ;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Dubijos g. 26 prie geleÿink”lio stoties;Kazio Kasperavi—iaus skulpt◊ra ˜Jud”jimasÚ daugiau nei ’e’erius metus stov”jusi UAB ˜BusturasÚ kieme pastatyta prie æiauli÷ geleÿinkelio stoties;http://tic.siauliai.lt/article/archive/77/;Sculpture ˜Jud”jimasÚ;2;Dubijos Str. 26;Sculpture ˜Jud”jimasÚ created by Kazys Kasperavi—iaus more than six years standing in one yard and now built near Siauliai railway station;;;5
456715.9437;6200278.394;397;Paminklas popieÿiui Jonui Pauliui II;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;Skulpt◊ra pastatyta baÿny—ios kurioje per vizit– Lietuvoje 1993 m. rugs”jo 7 d. meld”si ir ils”josi popieÿius Jonas Paulius II kiemelyje. Monumentui padaryta kryÿiaus formos aik’t” ‘rengtas ap’vietimas.;http://tic.siauliai.lt/article/archive/77/;Monument to Pope John Paul II;2;;Sculpture built church where during a visit to Lithuania in 1993. 7 September. prayed and rested Pope John Paul II in the yard.;;;3
456756.7151;6199822.516;398;"Galerija ""Akis""";[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vytauto g. 133 æiauliai;;http://tic.siauliai.lt/article/archive/79/;Gallery & shop Akis;12;Vytauto St. 133;;;;2
457622.4335;6199539.675;399;Trak÷ gatv”s galerija;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vilniaus g. 100 æiauliai;;http://www.trakugalerija.lt/;Trakai street gallery & shop;12;Vilniaus St. 100;Whether you are out for a stroll or driving æiauliai Trakai Street Gallery is a place to head for.;;;5
456722.3192;6200290.829;400;æv. Ignaco Lojolos baÿny—ia;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vilniaus g. 247B;æiauliuose 1930 m. ‘sik◊r” j”zuit÷ misija. Kunigo Benedikto Andru’kos pirmojo rektoriaus r◊pes—iu 1936 m. pastatyta m◊rin” oratorija.;http://tic.siauliai.lt/article/archive/80/;St. Ignacius Loyola Chuch;1;Vilniaus St. 247B;After the first Jesuit mission was set up in æiauliai in 1930 under the care of Father Benediktas Andriu’ka the first Rector a brick Oratory was built in 1936.;http://tic.siauliai.lt/article/archive/212/;;3
453280.3477;6197831.257;401;æv—. Mergel”s Marijos Nekaltojo Prasid”jimo;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Geguÿi÷ 57 LT- 78340 æiauliai.;2009 m. gruodÿio 6 d. buvo i’kilmingai konsekruota naujoji æiauli÷ æv—. Mergel”s Marijos Nekaltojo Prasid”jimo baÿny—ia.;http://www.mmarijosparapija.lt/;St. MaryÔs of Immaculate Conception Parish;1;Geguÿi÷ St. 57;"The new church was built on the corner of Lyros and Geguÿi÷ streets and was consecrated
on December 6 2009.";;;1
456690.3257;6200448.727;402;Fontanas ˜T◊kstanme—io tiltaiÚ;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vilniaus g. - œemait”s g. sankryÿa;Fontanas pastatytas 2009 m. Fontan– pavadinti ˜TiltaisÚ pasi◊l” æU Specialiojo ugdymo mokslinis centras.;;Fountain ˜T◊kstanme—io tiltaiÚ;2;On th ecorner of Vilniaus and œemait”s streets;The Fountain was built in 2009.;;;4
317634.3321;6202377.912;403;Iveros Dievo Motinos ikonos garbei baÿny—ia;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Sod÷ g. 52 LT-00148 Palanga;Palangos sta—iatiki÷ parapija buvo ‘kurta 1995 m. Pradÿioje ji ‘sik◊r” vienoje i’ rus÷ mokyklos kambari÷. 1999 m. Palangos miesto savivaldyb” skyr” 2263 kv. m. sklyp– cerkv”s statybai. 2001 m. cerkv” buvo pastatyta.;http://www.cerkov.lt;;1;;;;;4
317557.6027;6202076.282;404;Palangos evangelik÷ liuteron÷ parapija;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Saul”tekio t. 1 LT-00125 Palanga;Palangos evangelik÷ liuteron÷ parapija ‘kurta XX a. pradÿioje. Pirmieji parapijos namai ‘rengti ir 1928 m. ta—iau sudeg” 1938 m. Parapija atkurta 1993 m. 2005 m. prad”ta statyti moderni Palangos evangelik÷ liuteron÷ baÿny—ia.;http://www.liuteronai.lt/Parapijos/Palangos-parapija;;1;;;;;2
316409.0208;6201707.632;405;Skulpt◊r÷ parkas;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Vytauto g. ir J. Simpsono g. sankryÿa;Skulpt◊r÷ parkas buvo ‘kurtas Palangos Vytauto ir J. Simpsono gatvi÷ sankryÿoje 1982 m. 2008 m. parkas buvo ÿenkliai atnaujintas verting÷ skulpt◊r÷ rinkiniu i’ Lietuvos dail”s muziejaus kolekcij÷.;;;2;;;;;2
316474.6376;6203324.24;406;Vaik÷ parkas;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];æermuk’ni÷ g. 1 Palanga;Iki 7 metr÷ auk’—io spalvingi j◊ros tematikos ÿaidim÷ ‘renginiai. Kad vaikams ÿaisti b◊t÷ saugu visa teritorija aptverta ‘rengtos steb”jimo kameros parkas ap’viestas. Parko teritorijoje veikia nemokamas bevielis internetas.;;;11;;;;;4
317786.285;6215909.436;407;œemai—i÷ alka;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];;œemai—i÷ alkas - tai 1998 m. atstatytas XV a. Palangoje ant Birut”s kalno stov”jusios pagoni’kos ’ventviet”s su paleoastronomine observatorija modelis. Meninink÷ i’droÿti stulpai vaizduoja balt÷ dievus.;http://palangatic.lt/zemaiciu-alka;;9;;;;;1
317579.9096;6214346.01;408;Skulpt◊ra ˜œvejo dukrosÚ;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];;4 m ekspresyvi skulpt◊rin” kompozicija vaizduoja 3 merginas ÿvelgian—ias ‘ j◊r– ir laukian—ias i’ ÿvejybos gr‘ÿtan—io t”vo. Skulptor” Z. Pranaityt” 1982 m.;;;2;;;;;2
318111.0459;6214346.668;409;æv—. Mergel”s Marijos J◊r÷ œvaigÿd”s baÿ;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];J◊ros g. 7 LT-00305 æventoji;Katalik÷ parapija æventojoje ‘kurta 1939 m. jos administratoriumi buvo paskirtas Prezidento Smetonos laivo kapelionas kun. A. Ra—kauskas. Architekto R. Kri’tapavi—iaus ir G. Aperavi—iaus suprojektuota nauja baÿny—ia prad”ta statyti 1991 m.;;;1;;;;;2
316092.4392;6201439.178;410;Savicko paveiksl÷ galerija;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];S. Dariaus ir S. Gir”no g. 13 LT-00131 Palanga;Galerijoje nuolat eksponuojami ‘domiausi÷ lietuvi÷ dailinink÷ darbai veikia suaugusi÷j÷ dail”s mokykla vyksta plenerai ir vasaros stovyklos kiti renginiai.;http://palangatic.lt/savicko-paveikslu-galerija;;12;;;;;5
316330.5647;6193681.314;411;Paj◊rio regionis parkas;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Tarp Palangos ir Klaip”dos;Tarp Palangos ir Klaip”dos plytin—iame Paj◊rio regioniniame parke saugoma ÿmogaus veiklai labai jautri paj◊rio gamta unikalus kra’tovaizdis kult◊ros paveldas. Parke yra ‘rengti paÿintiniai takai informaciniai stendai poilsio vietos.;http://www.pajuris.info;;9;;;;;4
316004.2075;6201288.634;412;Palangos Birut”s parkas;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];;Vienas i’ graÿiausi÷ turtingiausi÷ geriausiai tvarkom÷ park÷ Lietuvoje. Parkas ‘kurtas Birut”s mi’ko teritorijoje d”l to ilg– laik– vietiniai gyventojai j‘ vadino Birut”s parku. Parkas uÿima apie 1013 ha plot–. Parkas ‘kurtas 1895-18;http://palangatic.lt/palangos-birutes-parkas/;;9;;;;;3
316460.6147;6203713.545;413;Naglio kalnas;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];;Naglio kalnas - 15 m auk’—io Baltijos pakrant”s kopa supustyta ant senovin”s Litorinos j◊ros terasos. Pasak legendos tai - milÿino karvedÿio Naglio kapas kur‘ savo rankomis supylusi jo gedinti ÿmona. XV-XVI a. Naglio kalnas buvo ’ventviet”.;;;9;;;;;5
430565.0904;6105333.299;414;Ma’tai—i÷ piliakalnis;[{'id':4, 'name': 'sesupes_euroregiono_turizmo_informacijos_centras'}];Ma’tai—i÷ k. æaki÷ r.;Nemuno kairiojo kranto auk’tumos kra’te tarp 2 bevardÿi÷ upeli÷ yra archeologijos paminkl÷ kompleksas sudarytas i’ piliakalnio 3 papili÷ ir Nemuno sl”nyje esan—io senojo uosto vietos.;http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=491;;10;;;;;1
457430.8327;6199940.365;415;æiauli÷ miesto savivaldyb”s r◊mai;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vasario 16-osios g. 62;Au’ros al”ja prasideda miesto Savivaldyb”s r◊mais. æis pastatas ? respublikin”s reik’m”s istorinis paminklas. Jis susideda i’ dviej÷ pastat÷: buvusi÷ Liaudies nam÷ ir miesto rotu’”s kuriuos jungia 1979 m. uÿstatytas intarpas.;http://tic.siauliai.lt/article/archive/77/;æiauliai City Municipal Building;1;Vasario 16-osios St. 62;"Au’ros al”ja street starts with the Municipal building which is a national historical monument consisting of two buildings ? a former PeopleÔs
House and City Hall connected by an insertion built in 1979.";;;3
457111.48;6199964.178;416;æiauli÷ turizmo informacijos centras;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Vilniuas g. 213 æiauliai;;http://tic.siauliai.lt;Siauliai tourism information centre;6;Vilniaus Str. 213;;http://tic.siauliai.lt;;5
443830.1361;6106242.011;417;Stulgi÷ piliakalnis;[{'id':4, 'name': 'sesupes_euroregiono_turizmo_informacijos_centras'}];Stulgi÷ k. æaki÷ r.;Piliakalnis æan—ius Pranc◊z÷ Apkasai ‘rengtas auk’tumos ky’ulyje tarp Nemuno kairiojo kranto ir bevardÿio upelio-griovos. Datuojamas I t◊kstantme—iu - II t◊kstantme—io pradÿia.;http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=495;;10;;;;;3
447993.3632;6104778.862;418;Plok’—i÷ piliakalnis;[{'id':4, 'name': 'sesupes_euroregiono_turizmo_informacijos_centras'}];Plok’—i÷ k. æaki÷ r.;Piliakalnis ‘rengtas atskiroje didel”je kalvoje apjuostoje Vaiguvos ir 2 bevardÿi÷ jos intak÷.;http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=494;;10;;;;;4
452020.3296;6102999.536;419;æilvien÷ piliakalnis;[{'id':4, 'name': 'sesupes_euroregiono_turizmo_informacijos_centras'}];æilvien÷ k. æaki÷ r.;Piliakalnis ‘rengtas atskiroje kalvel”je Pr◊dupio ir Velniaravio upeli÷ sl”nyje j÷ santakoje. Datuojamas I t◊kst.;http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=497;;10;;;;;4
458330.1841;6200012.163;420;Talk’os eÿeras;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;Pasakojama kad sen÷ senov”je jokio eÿero —ia neb◊ta. Kart– ÿmon”s i’vydo milÿini’k– saul“ goÿiant‘ debes‘. Geriau ‘siÿi◊r”j“ suprato jog tai ne debesis o visas eÿeras danguje pakib“s.;http://tic.siauliai.lt/article/archive/77/;Talk’a lake;9;;It is said that in ancient times there has been no lake here. Once people saw the giant sun overhanging cloud. I looked closer I realized that it was not a cloud in the sky and all overhanging the lake.;;;4
454946.6271;6102787.869;421;Misi◊n÷ piliakalnis;[{'id':4, 'name': 'sesupes_euroregiono_turizmo_informacijos_centras'}];Misi◊n÷ k. æaki÷ r.;Piliakalnis - atskira kalva kuri– vakaruose ‘lanka skiria nuo pagrindin”s auk’tumos. I’ kit÷ pusi÷ kalv– supa gili dauba kurios pietin”je ir rytin”je dalyje teka Nykut”.;http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=493;;10;;;;;3
456457.401;6103182.099;422;Dulinci’ki÷ piliakalnis;[{'id':4, 'name': 'sesupes_euroregiono_turizmo_informacijos_centras'}];Dulinci’ki÷ k. æaki÷ r.;Piliakalnis ‘rengtas auk’tumos ky’ulyje Nykos kairiajame krante jos santakoje su Velniaraviu.;http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=486;;10;;;;;1
456646.0493;6103376.303;423;Ilguvos dvaras;[{'id':4, 'name': 'sesupes_euroregiono_turizmo_informacijos_centras'}];Dvaro g. 1 Ilguvos k. æaki÷ r..;Mediniai dvaro r◊mai pastatyti XVIII a. pabaigoje karaliaus Stanislovo Augusto dvaro ’ambeliono Jono Grincevi—iaus. Pastatas atgr“ÿtas ‘ Nemun– stovi ant auk’to 80 m auk’—io skardÿio.;http://tic.sesupe.lt/?id=919&region=4;;1;;;;;1
316222.8828;6188698.667;424;Olando Kepur”;[{'id':8, 'name': 'Palangos_turizmo_informacijos_centras_Vsi'}];Karkl”;Prie’ 10 - 15 t◊kst. met÷ slenkantys ledynai —ia suformavo morenin‘ g◊br‘ kurio auk’—iausia vieta ir vadinama Olando Kepur” mat savo forma primena olandi’k– kepur“. Skardÿio auk’tis vietomis siekia 244 m. vir’ j◊ros lygio.;;;9;;;;;5
482210.0766;6086469.92;425;Virbali’ki÷ piliakalnis;[{'id':7, 'name': 'Kauno_rajono_turizmo_ir_verslo__informacijos_centras_Vsi'}];Gaiÿ”n”li÷ k. Ka—ergin”s sen.;"Piliakalnis pasiekiamas i’ plento Kaunas-Zapy’kis-æakiai pasukus ‘ kair“ - Gaiÿ”n”li÷ k.
Piliakalnis apaug“s pu’imis vakarin” pus” nuplauta aik’tel” apardyta";;;10;;;;;1
459889.5489;6199448.734;426;Salduv”s parkas;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;1957-1967 m. aplink Salduv”s piliakaln‘ pasodinti pu’yn”liai. œaliuoja Veimuto kupliosios paprastosios ir ’velniaspygl”s pu’ys. Salduv”s parkas kartu su Tal’os parku sudaro didÿiausi– æiauli÷ ÿali–j‘ masyv– - plotas 100 ha.;;Salduv” park;9;;1957-1967 m. Salduv”s around the mound planted pine forest. Salduv”s Park along with Tal’os park consists of the largest array of Siauliai green - 100 ha area.;;;2
460001.2073;6199656.92;427;Salduv”s piliakalnis;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;Si◊lome uÿkopti ‘ 10 ? 14 m. auk’—io Salduv”s piliakaln‘. Nuo jo atsiveria graÿus kra’tovaizdis ? mi’kai ir laukai.;http://tic.siauliai.lt/article/archive/423/;Salduv”s mound;11;;We suggest you to climb up to 10 - 14 m. Salduv”s tall mound. From its beautiful landscapes - forests and fields.;;;4
458186.4088;6199097.566;428;Pr◊delio eÿeras;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;XIX a. pradÿioje buvo uÿtvenktas Kulp”s upelis ir susidar” Pr◊delio tvenkinys.Tvenkinio pietin”je dalyje ‘rengtos maudykl”s su persirengimo kabinomis iki XX a. 8-ojo de’imtme—io kai padid”jo tvenkinio tar’a buvusios populiarios miestie—i;;Pr◊delis lake;9;;The nineteenth century. the beginning of the dammed creek and resulted Kulp” Pr◊delio tvenkinys.Tvenkinio southern part equipped spa with changing cabins until the twentieth century.;;;1
456393.8531;6193071.668;429;R”kyvos eÿeras;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;"R”kyvos eÿeras ? didÿiausias Lietuvoje vandenskyrinis ir vienintelis tokio dydÿio auk’tapelkinis eÿeras. Jo plotas ? 118 km˝; maitinan—io baseino plotas ? 73 km˝; didÿiausias gylis ? 48 m vidutinis ? 20 m.";;R”kyvos lake;9;;"R”kyvos Lake - the largest in Lithuania and the only size lake. Its total area - 11.8 square kilometers powering the catchment area - 7.3 km ˝; maximum depth - 4.8 m the average - 2.0 m.";;;4
457187.6047;6200391.381;430;Zubov÷ dvaro parkas;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];Au’ros al. 50;æalia r◊m÷ buvo ‘rengtas sta—iakampio plano parkas su vaismedÿi÷ sodu ’iaur”s vakar÷ pus”je. Inventoriuje suskai—iuota kad dvaro sode augo 192 obelys 39 kriau’”s 21 tre’n” 7 slyvos jo pakra’—iuose 63 liepos.;http://lt.wikipedia.org/wiki/Zubov%C5%B3_r%C5%ABmai;The Zubovai Palace park;9;Au’ros av. 50;Near the castle was built rectangular park with an orchard north-west side. The inventory is calculated that the estate garden grew 192 apple trees 39 pear 21 cherry plum 7 fringe 63 July.;;;3
457966.8042;6199749.765;431;Talk’os ekologinis takas;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;Keliaudami Talk’os ekologiniu taku susipaÿinsite su i’likusia palyginti nat◊ralia nepaÿeista rytin”s Talk’os eÿero pakrant”s gamta: gal”site groÿ”tis ÿaviu nuo kalveli÷ atsiverian—iu eÿero ir jo apylinki÷ kra’tovaizdÿiu bei æiauli÷;http://tic.siauliai.lt/article/archive/423/;The Talk’a ecological trail;9;;"5 kilometer long Talk’a ecological path runs along the eastern shore of Talk’a Lake in Talk’a and Salduv” parks. The trail has 23 stops featuring
information stands and benches.";;;1
458252.5547;6199617.473;432;Kulp”s ÿiotys;[{'id':6, 'name': 'siauliu_turizmo_informacijos_centras_Vsi'}];;I’ R”kyvos eÿero i’tekanti pro durpynus pravinguriuojanti Kulp”s up” jos ilgis ? 258 km æiauliuose nuo Serbent÷ gatv”s viaduko beveik iki Pr◊delio sr◊va poÿeminiu tuneliu. Paskui ji sujungia Talk’os ir Gink◊n÷ eÿerus o uÿ æiaul;http://tic.siauliai.lt/article/archive/423/;Kulp” mouth;9;;The Kulp” creek a tributary of the M◊’a river length - 25.8 km flows out of R”kyva Lake.;;;4
515901.8403;6076316.731;433;Mergakalnis;[];;Atsiveria graÿus vaizdas ‘ Kauno marias. Matosi pauk’—i÷ sala. Ωrengta atokv”pio vieta lauÿaviet”.;http://goo.gl/LFTl0g;Mergakalnis;11;;From this place opens a beautiful view of Kaunas lagoon. Here you can find a resort and a fireplace.;http://goo.gl/LFTl0g;;1
578321.4527;6061893.909;434;Televizijos bok’tas;[];Sausio 13-osios g. 10;Vienas i’ auk’—iausi÷ Ryt÷ Europos statini÷. Auk’tis ? 3265 m. Pirmajame auk’te ‘rengtaparoda skirta 14 ÿmoni÷ ÿuvusi÷ per tragi’kus 1991 met÷ sausio ‘vykius. 165 m auk’tyje ‘rengta besisukanti apÿvalgos aik’tel”.;http://www.vilnius-tourism.lt/turizmas/lankytinos-vietos/top-20/televizijos-bokstas/;Television Tower;11;Sausio 13-osios g. 10;The Television Tower is one of the tallest buildings in Eastern Europe. It is 3265 metres high.;http://www.vilnius-tourism.lt/en/turizmas/lankytinos-vietos/top-20/televizijos-bokstas/;;3
583003.1903;6061495.368;435;Vilniaus universitetas;[];Universiteto g. 3;Vilniaus universitetas ? vienas seniausi÷ universitet÷ Ryt÷ Europoje. Vilniaus universiteto kompleksas formavosi kelis ’imtme—ius tod”l j‘ sudaro gotikos renesanso baroko ir klasicizmo architekt◊ros pastatai.;http://www.vilnius-tourism.lt/turizmas/lankytinos-vietos/top-20/vilniaus-universitetas/;Vilnius University;1;Universiteto g. 3;Vilnius University is one of the oldest universities in Eastern Europe. It was founded in 1579. The old building of the university is occupied by University administration and three faculties: history philology and philosophy.;http://www.vilnius-tourism.lt/en/turizmas/lankytinos-vietos/top-20/vilniaus-universitetas/;;1
583670.7354;6061922.142;436;Trij÷ kryÿi÷ kalnas;[];T. Kosciu’kos g.;Trij÷ kryÿi÷ paminklas. 1950 m. soviet÷ valdÿios nugriautas paminklas buvo atstatytas Lietuvoje prasid”jus atgimimui.;http://www.vilnius-tourism.lt/turizmas/lankytinos-vietos/top-20/triju-kryziu-kalnas/;Three Crosses;11;T. Kosciu’kos g.;;http://www.vilnius-tourism.lt/en/turizmas/lankytinos-vietos/top-20/triju-kryziu-kalnas/;;3
582557.0544;6061927.467;437;Gedimino prospektas;[];;Gedimino prospektas ? tai pagrindin” Vilniaus miesto gatv”. Gatv” suformuota 1836 m. kaip æv. Georgijaus æv. Jurgio prospektas.;http://www.vilnius-tourism.lt/turizmas/lankytinos-vietos/top-20/gedimino-prospektas/;Gediminas Avenue;1;;In the 19th century a new central street of the city Georgij Avenue was built. Gediminas Avenue connects the historical city center Cathedral Square with the Seimas Palace.;http://www.vilnius-tourism.lt/en/turizmas/lankytinos-vietos/top-20/gedimino-prospektas/;;2
