X,Y,id,title,Organization,InsertDate,UpdateDate,Address,overview,WebPage,TitleEN,NUMBER1,AddressEN,DescriptionEN,WebPageEN,,Score
317860.5279,6179605.722,663,Lietuvos jūrų muziejaus fortas,[],3/18/2014,,Smiltynės g. 3,,http://www.biblioteka.lt/paveldas/statiniai/S135.htm,,1,,,,,5
318404.7769,6178621.47,664,Vila,[],3/18/2014,,Smiltynės g. 10,,http://www.biblioteka.lt/paveldas/statiniai/S202.htm,,1,,,,,3
318470.9229,6178385.99,665,Pastatas,[],3/18/2014,,Smiltynės g. 13,,http://www.biblioteka.lt/paveldas/statiniai/S204.htm,,1,,,,,1
318815.4111,6177784.062,666,Vila,[],3/18/2014,,Smiltynės g. 20,Vieno aukšto su mansarda stačiakampio plano fachverkinių konstrukcijų su moderno secesijos stiliaus bruožais vila. Mūrinis siaurais langais su langinėmis. Fasade – iškeltas apvalus bokštelis su stačiu stogu. Puoštas liaudiškais drožyb,http://www.biblioteka.lt/paveldas/statiniai/S206.htm,,1,,,,,5
318844.2507,6177698.072,667,Vila,[],3/18/2014,,Smiltynės g. 22,,http://www.biblioteka.lt/paveldas/statiniai/S207.htm,,1,,,,,5
557665.4483,6060947.892,668,Bražuolės piliakalnis,[],3/18/2014,3/6/2015,Bražuolės k. Trakai,Piliakalnis įrengtas vienoje iš ledynmečio pabaigoje susiformavusių natūralių kalvų esančių vakariniame šlaite vienos iš dviejų Bražuolės upelio vagų. Viduramžiais ant piliakalnio stovėjusi gerai įtvirtinta medinė pilis.,http://www.seniejitrakai.lt/place-lt-2/text,Bražuolė hill fort,10,Bražuolės village Trakai,Bražuolė hill fort and settlement are 600 m to the south west of the village of Bražuolė 1.8 km from Trakai.,http://www.seniejitrakai.lt/place-en-2/text,,2
319835.6836,6178350.806,669,Pastatas,[],3/18/2014,,Sukilėlių g. 18,Vieno aukšto su kambariais mansardoje ir pastogėje buvęs stalių meistro Gotlybo Dycės Dietz fachverkinės konstrukcijos gyvenamasis namas su amatininko dirbtuvėmis pirmajame aukšte.,http://www.biblioteka.lt/paveldas/statiniai/S371.htm,,1,,,,,5
319907.3859,6178746.624,670,Namas,[],3/18/2014,,Tiltų g. 1,,http://www.biblioteka.lt/paveldas/statiniai/S366.htm,,1,,,,,1
319880.9275,6178728.103,671,Namas,[],3/18/2014,,Tiltų g. 2,,http://www.biblioteka.lt/paveldas/statiniai/S367.htm,,1,,,,,2
463857.2976,6024581.72,672,Šeštokų Švč. Mergelės Marijos  bažnyčia,[],3/18/2014,,Šeštokai 67423 Lazdijų r,Šeštokų Šv. Mergelės Marijos Nuolatinės Gelbėtojos bažnyčia pastatyta 1922–1924 m. pagal inžinieriaus J. Vitembergo projektą. 1928 m. įrengti trys altoriai. Du šoninius padirbo meistras A. Soraka didįjį – A. Karalius. 1935 m. pastatyt,,,1,,,,,2
320040.207,6178596.869,673,Namas,[],3/18/2014,3/18/2014,Tiltų g. 13,"Pastatytas XX a. pr.
Restauruotas 1968 - 1986 m.
Moderno stiliaus dviejų aukštų mūrinis gyvenamasis namas su prekybinėmis patalpom pirmajame aukšte. Gausiai dekoruotas Tiltų gatvės fasadas mažai pakitęs išliko iki šių dienų.",http://www.biblioteka.lt/paveldas/statiniai/S372.htm,,1,,,,,4
319827.217,6178442.881,674,Pastatas,[],3/18/2014,,Tomo g. 2,"Pastatytas XIX a. pab.
Restauruotas 1976 - 1977 m.

Tai vieno aukšto su rūsiu ir mansarda pastatas pastatytas pagal neoromantinį stilių buvęs turtingo pirklio Kiun gyvenamasis namas su prekybinėmis patalpomis pirmajame aukšte.",http://www.biblioteka.lt/paveldas/statiniai/S377.htm,,1,,,,,2
319812.6648,6178531.782,675,Bankas,[],3/18/2014,,Turgaus g. 1,"Pastatytas XIX a. pab.
Dviejų aukštų su rūsiu plytų mūro dvišlaičiu stogu stačiakampio plano neorenesansinio stiliaus pastatas. 1967 m pristatytas priestatas.",http://www.biblioteka.lt/paveldas/statiniai/S363.htm,,1,,,,,1
319888.6004,6178589.725,676,Pastatas,[],3/18/2014,,Turgaus g 9,"Pastatytas XIX a. pb.
Dviaukštis plytų mūro tinkuotas su išsikišusiu erkeriu antrajame aukšte iškiliu frontonu pastatas. Pirminė jo paskirtis – gyvenamoji. 
1907 m. įrengtas bankas. XXa. 3 dešimtmetyje pastatas perstatytas pagal “tėvyn",http://www.biblioteka.lt/paveldas/statiniai/S364.htm,,1,,,,,1
319950.2485,6178642.378,677,Pastatas,[],3/18/2014,,Turgaus g 17,,http://www.biblioteka.lt/paveldas/statiniai/S376.htm,,1,,,,,5
320024.8611,6178663.28,678,Pastatas,[],3/18/2014,,Turgaus g. 22,,http://www.biblioteka.lt/paveldas/statiniai/S365.htm,,1,,,,,2
320023.8028,6178707.73,679,Pastatas,[],3/18/2014,,Turgaus g. 33,"Pastatytas XIX a. II p.

Vieno aukšto su mansarda stačiakampio plano dengtas dvišlaičiu stogu turintis klasicizmo stiliaus bruožų.",http://www.biblioteka.lt/paveldas/statiniai/S379.htm,,1,,,,,4
517751.8496,6103817.629,680,Šv. apaštalo Jokūbo bažnyčia,[],3/13/2014,,Vilniaus g.13 Jonava  LT55181,Jonavos Šv. apaštalo Jokūbo bažnyčia – Jonavos senamiesčio įžymybė įsikūrusi prie pat Neries kranto.Maldos namų rūsyje palaidoti miesto įkūrėjo ir keleto kitų jo giminės atstovų palaikai.,,,1,,,,,1
492530.7131,6084435.052,681,Lietuvos sporto muziejus,[],3/17/2014,,Muziejaus g. 7 Kaunas,Ekspozicija supažindina su Lietuvos sporto istorija nuo ištakų iki šių dienų pagrindinėmis sporto šakomis. Daugiausia vietos skiriama populiariausiai Lietuvoje sporto šakai – krepšiniui.,http://www.muziejai.lt/kaunas/Sporto_muziejus.htm,,8,,,,,2
563044.2463,6220394.682,682,Nekaltosios Švč. Mergelės Marijos bažnyčia,[],3/17/2014,,Papilys . Biržų r.,Dabartinė Švč. Mergelės Marijos Papilio parapijos bažnyčia jau ketvirtoji. Sienos ir du trečdaliai bokšto iš akmenų mūro o maždaug 15 metrų viršutinė bokšto dalis – medinė. Bokšto viršuje 1937 m. pašventinti  trys Vokietijoje pagam,http://www.visitbirzai.lt/lt/baznycios,,1,,,,,3
539479.1773,6248785.607,683,Šv. Kryžiaus Išaukštinimo bažnyčia,[],3/17/2014,,Germaniškis. Biržų r.,Pastatyta 2007 m. Stovi Germaniškyje Nemunėlio upės kairiajame krante prie kelio į Juostavičius.,http://www.visitbirzai.lt/lt/baznycios,,1,,,,,1
492643.2936,6084570.122,684,Ryšių istorijos muziejus,[],3/17/2014,,Rotušės a. 19 Kaunas,Ryšių istorijos muziejus lankytojams siūlo susipažinti su įdomia pašto radijo telegrafo telefono ir informatikos raida Lietuvoje.,http://www.teo.lt/node/1066,,8,,,,,1
546872.4924,6230119.651,685,Biržų regioninio parko lankytojų centras,[],3/17/2014,,Rotušės g. 10 LT-41175 Biržai,Užsukę į centrą lankytojai pasijaus lyg patekę į pačią smegduobę mat juos pasitiks šaltas stiklinis priimamasis. Jo tūris savo reljefine struktūra simbolizuoja smegduobės šlaitų sandarą kai po žemių griūties apsinuogina geologiniai s,http://www.visitbirzai.lt/lt/birzu_regioninis_parkas,,7,,,,,2
492848.0815,6084620.128,686,Kauno miesto muziejus,[],3/17/2014,,Rotušės g. 6 Kaunas,Muziejuje veikia pastovi Kauno istoriją pasakojanti ekspozicija rengiamos įvairios parodos atspindinčios miesto kultūrinę ekonominę istorinę raidą.,http://www.kaunomuziejus.lt/,,8,,,,,4
546209.7874,6204816.382,687,"Skulptūra ""Svajonė""",[],3/17/2014,,Vabalninko mstl. Biržų r.,Beveik 4 metrų aukščio ir 18 tonų sverianti granitinė skulptūra vaizduoja jaunuolį grojantį kanklėmis ir kviečiantį gėriui. Šios Vabalninką papuošiančios skulptūros mecenatė - Vilniuje gyvenanti Janina Černiauskaitė - Kancevičienė.,http://www.visitbirzai.lt/lt/paminklai_skulpturos,,1,,,,,2
495270.6113,6086628.584,688,Kauno tvirtovės VII fortas,[],3/17/2014,,Archyvo g. 61 Kaunas,Kauno tvirtovės VII fortas - naujosios kartos muziejus. XIX a. pabaigos gynybinis įtvirtinimas tapęs paskutiniu mūriniu Kauno tvirtovės fortu.,http://www.septintasfortas.lt/,,8,,,,,2
449708.5644,6052170.935,689,Gižų Šv. Antano Paduviečio bažnyčia,"[{'id':2, 'name': 'Vilkaviskio_turizmo_informacijos_centras_Vsi'}]",3/10/2014,3/12/2014,Gižai Vilkaviškio r.,1850 m. pastatyta gotikinio stiliaus mūrinė bažnyčia kuri išlikusi iki šių dienų. Sienos sumūrytos iš lauko akmenų papildytos raudonų plytų elementais bei ištisinėmis horizantaliomis juostomis. Po karo remontuota.,,,1,,,,,3
604360.7959,6117268.814,690,Kertuojos piliakalnis,"[{'id':9, 'name': 'Moletu_turizmo_ir_verslo_informacijos_centras_Vsi'}]",3/13/2014,,Kertuojos k. Inturkės sen. Molėtų r.,Piliakalnio aikštelė ovali pailga pietų - šiaurės kryptimi 55x28 m dydžio. Aikštelėje rasta lipdytos keramikos trinamosios girnos. Šlaitai vidutinio statumo 6¬-7 m aukščio vakaruose į ežerą statūs 12 m aukščio.,,,10,,,,,3
517130.0775,6104578.307,691,Dviračių takai,[],3/13/2014,,Sodų g. Jonava,Dviračių takas buvo baigtas 2005m. ir papuoštas 27 tonas sveriančiu akmeniu kurį atvežė iš Rizgonių karjero. Ši dviračių tako dalis yra AB“Achema“ dovana jonaviečiams „Achemos“ 40 metų jubiliejaus proga.,,,11,,,,,2
312377.4242,6139549.313,692,Vecekrugo kopa,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,Preilos gyvenvietės pietinėje pusėje Neringos sav.,Vecekrugo Senosios smuklės kopa – aukščiausia 672 m Kuršių nerijos kopa apaugusi kalninių pušų masyvais.,http://www.visitneringa.com/lt/main/places?id=43564,Vecekrugas dune,9,On the southern part of Preila settlement Neringa,The Vecekrugas dune is the highest 672 m. in high dune in the Curonian Spit overgrown by pine tree forest.,http://www.visitneringa.com/lt/main/places?id=43564,,4
313303.4677,6136837.328,693,Bulvikio ragas,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/25/2014,Nidos gyvenvietės šiaurinėje pusėje Neringos sav.,Bulvikio ragas – plačiausia Kuršių nerijos vieta 38 km. Nuo rago atsiveria Kuršių marių pakrančių panorama matosi Ventės ragas. Marių plotis tarp Bulvikio ir Ventės ragų siekia 8 km o gylis – apie 3 m.,http://www.visitneringa.com/lt/main/places?id=43562,Bulvikis cape,9,On the northern part of Nida settlement Neringa,The Bulvikis cape holds the name of the widest point of the Curonian spit at 38 km. From the edge of it you can see the Ventė cape on the other side of the lagoon. The width of the lagoon between Bulvikis cape and Ventė cape reaches 8 km.,http://www.visitneringa.com/lt/main/places?id=43562,,2
492648.8498,6084766.178,694,Kauno pilis,[],3/17/2014,,Pilies g. 17 Kaunas,Kauno pilis seniausias miesto istorinis objektas. Ji pastatyta 14 a. antroje pusėje.,http://www.kaunomuziejus.lt,,4,,,,,1
501444.2789,6082248.001,695,Pažaislio bažnyčios ir vienuolyno ansamblis,[],3/17/2014,,T. Masulio 31 g. Kaunas,Šis pastatų kompleksas vadinamas baroko perlu ir apibūdinamas  kaip vienas geriausių ir brandžiausių baroko architektūros pavyzdžių  Europoje.,http://www.pazaislis.org/,,1,,,,,5
318115.4437,6159410.829,696,Akmens skulptūrų ekspozicija “Žemė ir vanduo,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,L. Rėzos g. Juodkrantė Neringos sav.,Ekspozicijoje besidriekiančioje pagal L. Rėzos gatvę 31 skulptūra kurias sukūrė menininkai iš Lietuvos Didžiosios Britanijos Švedijos ir kitų šalių. Skulptūros išdėstytos 800 metrų atkarpoje.,http://www.visitneringa.com/lt/main/places?id=43467,"Exposition of stone sculptures ""Ground and water""",2,L. Rėzos st. Juodkrantė Neringa,"An Exposition of 31 sculptures made by people from Lithuania The United Kingdom Sweden and other countries are set along the coast 
of the Curonian lagoon in Juodkrantė.",http://www.visitneringa.com/lt/main/places?id=43467,,5
492880.2284,6084569.196,697,Kauno arkikatedra bazilika,[],3/17/2014,,Vilniaus g. 1 Kaunas,Įkurta kaip Kauno miesto parapijos bažnyčia vėliau ji tapo dekanato vyskupijos arkivyskupijos ir metropolijos centru. Šios šventovės istorija glaudžiai susipina su Kauno miesto Katalikų Bažnyčios Lietuvoje ir visos Lietuvos valstybingumo i,http://www.kaunoarkikatedra.lt/,,1,,,,,5
318336.9004,6160137.377,698,Juodkrantės turizmo informacijos centras,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,L. Rėzos g. 8 Juodkrantė Neringos sav.,Čia teikiama turizmo informacija apie Neringos miestą lankytinus objektus nakvynės ir maitinimo paslaugas renginius prekiaujama suvenyrais.,http://www.visitneringa.com/lt,Tourism Information in Juodkrantė,6,L. Rėzos st. 8 Juodkrantė Neringa,Here you can receive information about Neringa places of interest accommodation dinning services events purchase souvenirs and more.,http://www.visitneringa.com/lt,,2
569728.4442,6067376.352,699,Čekoniškių kaimo verbų ir  buities seklyčia,[],3/18/2014,,Čekoniškių k. Zujūnų sen. LT - 14207 Vilniaus r. tel. +37067837529,Tradicinės Vilniaus verbos daugiausiai buvo pinamos derinant ryškių spalvų žiedelius įvijiniu raštu primenančiu virvės įvijumą o dabartinės – dažniau pilkos ar pastelinės spalvos jų raštas komponuojamas paprasčiau.,http://www.muziejai.lt/vilnius/cekoniskiu _seklycia.htm,,8,,,,,4
424237.076,6044141.079,700,Pajevonio Šv. Jono Krikštytojo bažnyčia,"[{'id':2, 'name': 'Vilkaviskio_turizmo_informacijos_centras_Vsi'}]",3/10/2014,,Pajevonys Vilkaviškio r.,Bažnyčia atstatyta 1928 m. 1944 m. besitraukiant vokiečiams susprogdinti bokštai. 1968 m. bažnyčia atstatyta vietoj bokštų pastatytas šešių kolonų portikas.,,,1,,,,,5
419730.8551,6030546.479,701,Vištyčio Šventasis šaltinėlis,"[{'id':2, 'name': 'Vilkaviskio_turizmo_informacijos_centras_Vsi'}]",3/10/2014,,Čižiškių k. Vištyčio sen. Vilkaviškio r.,Vištyčio ežero pakrantėje Šilelio miške gėlas vanduo trykšta iš Šventojo šaltinėlio. Legendos byloja kad šio vandens būta nepaprasto. Ir dabar čia žmonės stato kryžius atvažiuoja iš įvairių Lietuvos kampelių.,,,9,,,,,2
446041.6314,6046502.639,702,Keturvalakių Švč. Mergelės Marijos Gimimo baž,"[{'id':2, 'name': 'Vilkaviskio_turizmo_informacijos_centras_Vsi'}]",3/10/2014,,Keturvalakiai Vilkaviškio r.,Pirmoji medinė bažnyčia per karą sudegė. 1848 m. buvo pastatyta mūrinė varpinė klebonija koplyčia su rūsiu. 1991 m. padaryta bažnyčios rekonstrukcija.,,,1,,,,,4
318020.6011,6158979.822,703,Juodkrantės evangelikų liuteronų bažnyčia,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,L. Rėzos g. 56 Juodkrantė Neringos sav.,Neogotikinio stiliaus bažnyčia pastatyta 1885 m. Šiuo metu bažnyčioje vyksta katalikų bei liuteronų pamaldos klasikinės muzikos koncertai.,http://www.visitneringa.com/lt/main/know/architecture/juodkrantesevangelic,Juodkrantė Evangelic - Lutheran church,1,L. Rėzos st. 56 Juodkrantė Neringa,The neogothic church built in 1885. Nowadays used for classical music concerts and sacred service.,http://www.visitneringa.com/lt/main/know/architecture/juodkrantesevangelic,,5
483364.8012,6018394.691,704,Metelių Kristaus Atsimainymo bažnyčia,[],3/18/2014,,Metelių k. Seirijų sen. Lazdijų r. sav. LT-67482,Povilas Sapiega 1619 m. pastatė bažnyčią jai dovanojo dešimtinę iš Metelių dvaro Padusio kaimą,,,1,,,,,5
476891.757,6011623.99,705,Šventežerio Švč. Mergelės Marijos Gimimo baž,[],3/18/2014,,Šventežeris 67203 Lazdijų r.,Šventežerio Švč. Mergelės Marijos Gimimo bažnyčia pastatyta 1882 m. Pirmasis sakralinis pastatas – evangelikų-reformatų bažnyčia Šventežeryje pastatyta Radvilų 1598 m. 1663 m. ji atiduota katalikams.,,,1,,,,,4
487974.6459,6010401.348,706,Švč. Mergelės Marijos Škaplierinės bažnyči,[],3/18/2014,,Vytauto g. 35 Seirijai 67227 Lazdijų r,Seirijų Švč. Mergelės Marijos Škaplierinės bažnyčia pastatyta 1584 m. Spėjama kad pirmąją bažnyčią Seirijuose pastatė LDK etmonas Jurgis Radvila.,,,1,,,,,2
495030.8329,6008644.776,707,Krikštonių Kristaus Karaliaus bažnyčia,[],3/18/2014,,Krikštonių k. Noragėlių sen. Lazdijų r. sav. LT-67252.,Krikštonių Kristaus Karaliaus bažnyčia pastatyta 1935 m. Bažnyčios projektą 1926 m. sudarė ir statybai vadovavo klebonas Jonas Raitelaitis,,,1,,,,,2
476711.0463,6003070.259,708,Šlavantų Švč. Mergelei Marijai bažnyčia,[],3/18/2014,,Gegutė 67256 Lazdijų r.,Šlavantų Viešpaties Apreiškimo Švč. Mergelei Marijai bažnyčia pastatyta 1921 m. 1822 m. dvarininkas M. Gauronskis Šlavantuose pastatydino koplyčią kuri 1880 m. buvo perkelta į Šventežerį.,,,1,,,,,1
468572.4466,5998858.613,709,Kučiūnų Šv. Kazimiero bažnyčia,[],3/18/2014,,Kučiūnai 67371 Lazdijų r.,"Pastatyta 	1939-1996 m. Šv. Kazimiero bažnyčia stovi Kučiūnų kaime 12 km į pietus nuo Lazdijų",,,1,,,,,4
473662.7756,5991926.78,710,Paveisininkų Šv. Kūdikėlio Jėzaus Teresės ba,[],3/18/2014,,Paveisininkai 67312 Lazdijų r,Paveisininkų Šv. Kūdikėlio Jėzaus Teresės bažnyčia pastatyta 1939 m. Po Antrojo pasaulinio karo uždaryta liturginiai objektai buvo perduoti buvusiam Ateizmo muziejui. 1990 m. grąžinta tikintiesiems suremontuota.,,,1,,,,,4
592421.8987,6056383.611,711,Struvės geodezinis punktas Paliepiukuose,[],3/18/2014,,Paliepiukų k. Vilniaus r.,Lietuvoje jie yra saugomi trys Struvės geodezinio lanko punktai vienas jų yra Paliepiukuose.  Struvės geodezinio lanko punktas buvo įrašytas į Pasaulio UNESCO paveldo sąrašą.  Seniausioji šio lanko dalis sudaryta 1816–1821 m. Vilniaus gubern,http://www.kpd.lt/lt/struve,,5,,,,,1
517577.2242,6104186.723,712,Turizmo ir verslo informacijos centras,[],3/13/2014,,Vasario 16-osios 1 Jonava,Viešoji įstaiga Jonavos turizmo ir verslo informacijos centras veiklą pradėjo 2003 m. gruodžio 31 d. 2012 metais pradėta teikti turizmo informacija ir paslaugas centras taip pat teikia informaciją bei paslaugas verslo ir finansų klausimais,http://www.jonavosvic.lt/,,6,,,,,3
492569.4747,6084522.761,713,Maironio lietuvių literatūros muziejus,[],3/17/2014,,Rotušės a. 13 Kaunas,Šiuo metu muziejuje viskas atkurta taip kaip Maironiui gyvenant: intensyvus su keistais plunksniniais piešiniais ir ornamentika darbo kambario sienų dekoras.,http://maironiomuziejus.lt/,,8,,,,,1
494871.8834,6084450.794,714,M. Žilinsko dailės galerija,[],3/17/2014,,Nepriklausomybės a. 12 Kaunas,Galerija pastatyta 1989 metais pagerbiant žymų meno kolekcininką Mykolą Žilinską praturtinusį Lietuvos meno rinkinius savo surinktomis kolekcijomis.,http://www.ciurlionis.lt/zilinsko,,12,,,,,5
495109.3475,6084773.19,715,Kauno paveikslų galerija,[],3/17/2014,,K.Donelaičio g. 16 Kaunas,Donelaičio gatvėje užsienio dailininkų parodosvyksta edukacinės programos bei įvairūs meniniai projektai. Čia eksponuojama didelė dalis miestui padovanotos prof. Algimanto Miškinio dailės ir ikonografijos kolekcijos.,http://www.ciurlionis.lt/paveikslu,,12,,,,,5
318335.8421,6160133.937,716,Liudviko Rėzos kultūros centras,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,L. Rėzos g. 8 Juodkrantė Neringos sav.,Centre nuolat veikia istorinė ekspozicija skirta iškiliai šio krašto asmenybei – Martynui Liudvikui Rėzai ir Juodkrantės istorijai rengiamos įvairios Lietuvos ir užsienio menininkų parodos organizuojami kultūriniai renginiai.,http://www.lrezoskc.lt/,Liudvikas Rėzas culture centre,8,L. Rėzos st. 8 Juodkrantė Neringa,Continually working history exposition is dedicated to an eminent figure from this region - Ludwig Rhesa. Various cultural events such as history modern and old art exhibitions are being held.,http://www.lrezoskc.lt,,3
494274.5854,6084985.915,717,Velnių muziejus,[],3/17/2014,,V. Putvinskio g. 64 Kaunas,vienintelis pasaulyje velnių muziejus Nacionalinio M. K. Čiurlionio dailės muziejaus padalinys. Garsėja didžiule kolekcija apie 3000 eksponatų pradėta rinkti dailininko Antano Žmuidzinavičiaus.,http://www.ciurlionis.lt/velniu-muziejaus,,8,,,,,2
494355.548,6084904.423,718,M.K. Čiurlionio dailės muziejus,[],3/17/2014,,V. Putvinskio g. 55 Kaunas,Nacionalinis Mikalojaus Konstantino Čiurlionio dailės muziejus NČDM – seniausias Lietuvos dailės muziejus įkurtas 1921 m. Kaune,http://www.ciurlionis.lt/apie-muzieju#velniuapie,,8,,,,,2
494288.8729,6084983.269,719,A. Žmuidzinavičiaus kūrinių ir rinkinių muzie,[],3/17/2014,,V. Putvinskio g. 64 Kaunas,A. Žmuidzinavičiaus ir kitų dailininkų paveikslai knygos autentiški baldai dirbtuvė.,http://www.ciurlionis.lt/zmuidzinaviciaus,,8,,,,,2
511503.7495,6108508.701,720,Abraomo Kulviečio obeliskas,[],3/17/2014,,,Obeliskas žymintis vietą kur kur gimė Abraomas Kulvietis.,,,1,,,,,5
308847.8597,6132222.703,721,Mirties slėnis,"[{'id':10, 'name': 'Nidos_kulturos_ir_turizmo_informacijos_centras_Agila'}]",3/17/2014,9/29/2014,Į Pietus nuo Nidos gyvenvietės Neringos sav.,Tarp Parnidžio ir Sklandytojų kopų plytinti loma yra vadinama Mirties slėniu. Čia 1916 m. Pirmojo pasaulinio karo metu buvo įkurta prancūzų karo belaisvių stovykla. Nuo ligų ir sekinančio darbo daug belaisvių mirė ir buvo čia palaidoti.,http://www.visitneringa.com/lt/main/places?id=43554,The valley of Death,9,To the south of Nida settlement Neringa,Between Parnidis and Sklandytojai  dunes lies the valley called the valley of Death. During the First World War  a camp of French captives was established here. Illness heat and hard work became their death sentences and they were buried in the valley.,http://www.visitneringa.com/lt/main/places?id=43554,,2
534912.8067,6108918.806,722,Dubių piliakalnis,[],3/17/2014,,,Apylinkėse gausu ir kitų archeologinių paminklų: Užupės senoviniai gynybiniai įtvirtinimai kairiajame yra paslaptingų urvų liekanų – pilkapių kuriuose rastos ginklų liekanos geležiniai dirbiniai.,,,10,,,,,3
319984.4431,6179632.188,723,Buvęs pensionatas moterims,[],3/18/2014,,S. Nėries g. 4,Mūrinis trijų aukštų su pusrūsiu ir pusiau valminiu stogu stačiakampio plano simetrinės kompozicijos pastatas vertingas kaip XX a. pr. profesionalios architektūros pavyzdys atspindintis moderno epochos bruožus.,http://www.biblioteka.lt/paveldas/statiniai/S356.htm,,1,,,,,1
483948.2807,6015964.01,724,Didysis ir Drevėtasis Širvinto ąžuolai,[],3/19/2014,,181 kelias Meteliai - Seirijai.,Didysis ir Drevėtasis Širvinto ąžuolai augantys pakelėje tarp Seirijų ir Metelių yra vieni stambiausių parko teritorijoje. Kamieno apimtis siekia 5 m skersmuo – 16 m aukštis – 35 m. Ąžuolų amžius – apie 400 metų.,,,9,,,,,2
384517.7375,6198235.755,725,Dievo krėslo alkakalnis,[],3/19/2014,8/5/2014,,,,Hill of God's chair,10,,,,,1
478676.4472,5993105.287,726,Vainežerio parkas,[],3/19/2014,,Vainežerio k. Kapčiamiesčio sen. Lazdijų r.sav.,Vainežerio dvaro parkas - vienas patraukliausių ir lankomiausių objektų ne tik Veisiejų regioninio pako teritorijoje bet ir visame Lazdijų rajone. Tai lėmė kraštovaizdžio grožio ir istorinių vingių dermė.,,,9,,,,,3
397735.289,6179868.872,727,Šv. Aleksandro bažnyčia,[],3/19/2014,8/5/2014,Vytauto gatvė 10 Varniai Telšių r.,,,Church of St.Alexander,1,Vytauto street 10 Varniai Telšiai distinct,,,,3
404582.7193,6174098.298,728,Girgždutės piliakalnis,[],3/19/2014,8/5/2014,,Vienas gražiausių ir aukščiausių piliakalnių visoje Lietuvoje virš jūros lygio iškilęs 2268 m. Piliakalnį sudaro du kalvagūbriai. Spėjama kad ant vieno kalvagūbrio senovėje pagonys atlikdavo religines apeigas o ant kito buvo pilis.,,Girgždutė mound,10,,This mound is one of the highest mounds in Lithuania. It is 2268 meters above sea level. Mound is made of two mountain ridges. It is guessed that on one mountain ridge there were pagans ceremonies and on another one there was a castle.,,,3
405607.9818,6176070.771,729,Pagirgždutės piliakalnis,[],3/19/2014,8/5/2014,,,,Pagirgždutė mound,10,,,,,5
397557.4886,6187969.901,730,Šv. Arkangelo Mykolo bažnyčia,[],3/19/2014,8/5/2014,Janapolės mstl. Varnių sen. Telšių r. sav. LT-88040,,,Church of St. Archangel Michael,1,Janapolė village Varniai parish Telšiai district,,,,3
400501.2385,6188306.801,731,Pabiržulio alkakalnis,[],3/19/2014,8/5/2014,,,,Pabiržuliai mound,10,,,,,2
415154.9512,6200735.363,732,Šv. Jono Labdario bažnyčia,[],3/19/2014,8/5/2014,,,,St. John Labdaris church,1,,,,,1
545479.4518,6051195.501,733,Strėvos piliakalnis,[],3/19/2014,,Trakų raj.,Piliakalnis įrengtas atskiroje kalvoje Gilūšio Nepėro ežero pietinio kranto pusiasalio pietinėje dalyje. Piliakalnis apardytas arimų aikštelės pietiniame krašte iškastos duobės. Apaugęs retu mišriu mišku pomiškis iškirstas.,http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=636,,10,,,,,4
544194.1643,6041716.194,734,Žuklijų pirmasis piliakalnis,[],3/19/2014,3/19/2014,Trakų raj.,Pirmasis piliakalnis įrengtas Vilkokšnio ežero šiauriniame krante esančioje atskiroje kalvoje. Piliakalnis dirvonuoja.,http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=639,,10,,,,,3
544108.1745,6041749.267,735,Žuklijų antrasis piliakalnis,[],3/19/2014,,Trakų raj.,Antrasis piliakalnis Piliakalniukas įrengtas Vilkokšnio ežero šiauriniame krante esančioje atskiroje kalvoje 100 m į vakarus nuo pirmojo piliakalnio. Piliakalnis labai apardytas arimų ir duobių dirvonuoja.,http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=640,,10,,,,,3
545294.2431,6056120.729,736,Bagdononių piliakalnis,[],3/19/2014,,Trakų raj.,Piliakalnis buvo atskiroje kalvoje Strėvos dešiniajame krante. Į pietus rytus ir šiaurės rytus nuo piliakalnio liekanų kranto kyšulyje 14 ha plote yra papėdės gyvenvietė kurioje rasta grublėtos ir žiestos keramikos.,http://www.piliakalniai.lt/piliakalnis.php?piliakalnis_id=627,,10,,,,,3
514357.0501,6116541.731,737,Dvaro sodyba,[],3/13/2014,,Draugystės g. 28 Žeimiai Jonavos raj. LT-55066,Šioje sodyboje galima pamatyti išlikusius dvaro rūmus.Bendras sodybos užimamas plotas – 1330 ha. Čia neretai vyksta įvairūs kultūriniai renginiai įgyvendinami meno projektai rengiamos edukacinės programos.,http://www.zeimiudvaras.lt/,,1,,,,,3
